Gene Entrez ID	Gene Symbol
5861	RAB1A
5862	RAB2A
5863	RGL2
5867	RAB4A
5869	RAB5B
5871	MAP4K2
5873	RAB27A
5877	RABIF
5878	RAB5C
5879	RAC1
5881	RAC3
5883	RAD9A
5885	RAD21
5886	RAD23A
5887	RAD23B
5888	RAD51
5893	RAD52
5894	RAF1
5896	RAG1
5897	RAG2
5898	RALA
5899	RALB
5901	RAN
5902	RANBP1
5903	RANBP2
5905	RANGAP1
5908	RAP1B
5909	RAP1GAP
5910	RAP1GDS1
5911	RAP2A
5914	RARA
5915	RARB
5916	RARG
5917	RARS
5920	RARRES3
5921	RASA1
5923	RASGRF1
5925	RB1
5928	RBBP4
5930	RBBP6
5931	RBBP7
5932	RBBP8
5933	RBL1
5934	RBL2
5935	RBM3
5936	RBM4
5937	RBMS1
5939	RBMS2
5940	RBMY1A1
5954	RCN1
5955	RCN2
5957	RCVRN
5962	RDX
5965	RECQL
5966	REL
5968	REG1B
5970	RELA
5971	RELB
5976	UPF1
5977	DPF2
5979	RET
5980	REV3L
5981	RFC1
5982	RFC2
5983	RFC3
5984	RFC4
5985	RFC5
5987	TRIM27
5989	RFX1
5994	RFXAP
5997	RGS2
5999	RGS4
6002	RGS12
6011	GRK1
6015	RING1
6016	RIT1
6045	RNF2
6046	BRD2
6047	RNF4
6050	RNH1
6059	ABCE1
6093	ROCK1
6095	RORA
6096	RORB
6097	RORC
6103	RPGR
6117	RPA1
6118	RPA2
6119	RPA3
6122	RPL3
6123	RPL3L
6124	RPL4
6125	RPL5
6128	RPL6
6129	RPL7
6130	RPL7A
6132	RPL8
6133	RPL9
6134	RPL10
6135	RPL11
6136	RPL12
6137	RPL13
6138	RPL15
6139	RPL17
6141	RPL18
6142	RPL18A
6143	RPL19
6144	RPL21
6146	RPL22
6147	RPL23A
6150	MRPL23
6152	RPL24
6154	RPL26
6155	RPL27
6156	RPL30
6157	RPL27A
6158	RPL28
6159	RPL29
6160	RPL31
6161	RPL32
6164	RPL34
6165	RPL35A
6166	RPL36AL
6167	RPL37
6168	RPL37A
6169	RPL38
6170	RPL39
6173	RPL36A
6175	RPLP0
6176	RPLP1
6181	RPLP2
6182	MRPL12
6184	RPN1
6185	RPN2
6187	RPS2
6188	RPS3
6189	RPS3A
6191	RPS4X
6193	RPS5
6194	RPS6
6195	RPS6KA1
6196	RPS6KA2
6197	RPS6KA3
6198	RPS6KB1
6199	RPS6KB2
6201	RPS7
6202	RPS8
6203	RPS9
6204	RPS10
6205	RPS11
6206	RPS12
6207	RPS13
6208	RPS14
6209	RPS15
6210	RPS15A
6217	RPS16
6218	RPS17
6222	RPS18
6223	RPS19
6224	RPS20
6227	RPS21
6228	RPS23
6229	RPS24
6230	RPS25
6231	RPS26
6232	RPS27
6233	RPS27A
6234	RPS28
6235	RPS29
6237	RRAS
6238	RRBP1
6240	RRM1
6241	RRM2
6249	CLIP1
6251	RSU1
6252	RTN1
6256	RXRA
6259	RYK
6261	RYR1
6262	RYR2
6263	RYR3
6272	SORT1
6273	S100A2
6275	S100A4
6277	S100A6
6278	S100A7
6279	S100A8
6281	S100A10
6282	S100A11
6288	SAA1
6294	SAFB
6297	SALL2
6299	SALL1
6300	MAPK12
6301	SARS
6303	SAT1
6304	SATB1
6307	MSMO1
6310	ATXN1
6311	ATXN2
6314	ATXN7
6319	SCD
6334	SCN8A
6337	SCNN1A
6342	SCP2
6345	SRL
6348	CCL3
6349	CCL3L1
6352	CCL5
6356	CCL11
6362	CCL18
6367	CCL22
6373	CXCL11
6383	SDC2
6385	SDC4
6386	SDCBP
6387	CXCL12
6389	SDHA
6390	SDHB
6401	SELE
6403	SELP
6406	SEMG1
6416	MAP2K4
6418	SET
6421	SFPQ
6422	SFRP1
6426	SRSF1
6427	SRSF2
6428	SRSF3
6429	SRSF4
6430	SRSF5
6431	SRSF6
6432	SRSF7
6433	SFSWAP
6434	TRA2B
6440	SFTPC
6441	SFTPD
6442	SGCA
6446	SGK1
6449	SGTA
6453	ITSN1
6455	SH3GL1
6456	SH3GL2
6457	SH3GL3
6462	SHBG
6464	SHC1
6468	FBXW4
6470	SHMT1
6472	SHMT2
6477	SIAH1
6478	SIAH2
6491	STIL
6493	SIM2
6497	SKI
6498	SKIL
6499	SKIV2L
6500	SKP1
6502	SKP2
6503	SLA
6510	SLC1A5
6513	SLC2A1
6514	SLC2A2
6517	SLC2A4
6520	SLC3A2
6548	SLC9A1
6554	SLC10A1
6559	SLC12A3
6576	SLC25A1
6590	SLPI
6591	SNAI2
6594	SMARCA1
6595	SMARCA2
6597	SMARCA4
6598	SMARCB1
6599	SMARCC1
6601	SMARCC2
6602	SMARCD1
6603	SMARCD2
6604	SMARCD3
6605	SMARCE1
6606	SMN1
6607	SMN2
6608	SMO
6611	SMS
6612	SUMO3
6613	SUMO2
6615	SNAI1
6616	SNAP25
6622	SNCA
6623	SNCG
6624	FSCN1
6625	SNRNP70
6626	SNRPA
6627	SNRPA1
6628	SNRPB
6629	SNRPB2
6632	SNRPD1
6633	SNRPD2
6634	SNRPD3
6635	SNRPE
6636	SNRPF
6642	SNX1
6646	SOAT1
6647	SOD1
6649	SOD3
6651	SON
6653	SORL1
6654	SOS1
6655	SOS2
6656	SOX1
6657	SOX2
6659	SOX4
6662	SOX9
6663	SOX10
6667	SP1
6670	SP3
6672	SP100
6678	SPARC
6688	SPI1
6689	SPIB
6693	SPN
6696	SPP1
6709	SPTAN1
6711	SPTBN1
6714	SRC
6717	SRI
6720	SREBF1
6721	SREBF2
6723	SRM
6726	SRP9
6727	SRP14
6728	SRP19
6729	SRP54
6730	SRP68
6731	SRP72
6732	SRPK1
6733	SRPK2
6734	SRPR
6736	SRY
6737	TRIM21
6738	TROVE2
6741	SSB
6742	SSBP1
6745	SSR1
6747	SSR3
6748	SSR4
6749	SSRP1
6767	ST13
6768	ST14
6772	STAT1
6773	STAT2
6774	STAT3
6775	STAT4
6776	STAT5A
6777	STAT5B
6778	STAT6
6780	STAU1
6782	HSPA13
6783	SULT1E1
6786	STIM1
6788	STK3
6789	STK4
6790	AURKA
6792	CDKL5
6794	STK11
6801	STRN
6804	STX1A
6809	STX3
6810	STX4
6811	STX5
6812	STXBP1
6819	SULT1C2
6821	SUOX
6822	SULT2A1
6829	SUPT5H
6836	SURF4
6837	MED22
6839	SUV39H1
6840	SVIL
6844	VAMP2
6845	VAMP7
6850	SYK
6853	SYN1
6857	SYT1
6860	SYT4
6863	TAC1
6867	TACC1
6871	TADA2A
6872	TAF1
6873	TAF2
6874	TAF4
6875	TAF4B
6877	TAF5
6880	TAF9
6881	TAF10
6882	TAF11
6883	TAF12
6884	TAF13
6885	MAP3K7
6886	TAL1
6888	TALDO1
6894	TARBP1
6895	TARBP2
6897	TARS
6899	TBX1
6900	CNTN2
6901	TAZ
6904	TBCD
6907	TBL1X
6908	TBP
6909	TBX2
6917	TCEA1
6919	TCEA2
6921	TCEB1
6923	TCEB2
6925	TCF4
6926	TBX3
6927	HNF1A
6929	TCF3
6934	TCF7L2
6935	ZEB1
6936	GCFC2
6938	TCF12
6941	TCF19
6942	TCF20
6945	MLX
6949	TCOF1
6950	TCP1
6955	TRA
6992	PPP1R11
6996	TDG
6997	TDGF1
7001	PRDX2
7009	TMBIM6
7010	TEK
7013	TERF1
7014	TERF2
7015	TERT
7018	TF
7019	TFAM
7020	TFAP2A
7021	TFAP2B
7022	TFAP2C
7023	TFAP4
7024	TFCP2
7027	TFDP1
7030	TFE3
7031	TFF1
7033	TFF3
7037	TFRC
7039	TGFA
7040	TGFB1
7041	TGFB1I1
7042	TGFB2
7046	TGFBR1
7048	TGFBR2
7049	TGFBR3
7050	TGIF1
7052	TGM2
7057	THBS1
7064	THOP1
7067	THRA
7068	THRB
7069	THRSP
7070	THY1
7078	TIMP3
7083	TK1
7086	TKT
7087	ICAM5
7088	TLE1
7094	TLN1
7096	TLR1
7097	TLR2
7098	TLR3
7099	TLR4
7106	TSPAN4
7112	TMPO
7113	TMPRSS2
7114	TMSB4X
7123	CLEC3B
7124	TNF
7128	TNFAIP3
7132	TNFRSF1A
7133	TNFRSF1B
7135	TNNI1
7137	TNNI3
7138	TNNT1
7150	TOP1
7153	TOP2A
7155	TOP2B
7157	TP53
7158	TP53BP1
7159	TP53BP2
7161	TP73
7162	TPBG
7167	TPI1
7168	TPM1
7169	TPM2
7170	TPM3
7171	TPM4
7175	TPR
7177	TPSAB1
7178	TPT1
7181	NR2C1
7182	NR2C2
7184	HSP90B1
7185	TRAF1
7186	TRAF2
7187	TRAF3
7188	TRAF5
7189	TRAF6
7203	CCT3
7205	TRIP6
7216	TRO
7220	TRPC1
7222	TRPC3
7224	TRPC5
7227	TRPS1
7248	TSC1
7249	TSC2
7251	TSG101
7253	TSHR
7258	TSPY1
7260	TSSC1
7266	DNAJC7
7268	TTC4
7272	TTK
7273	TTN
7276	TTR
7277	TUBA4A
7278	TUBA3C
7280	TUBB2A
7283	TUBG1
7284	TUFM
7291	TWIST1
7295	TXN
7296	TXNRD1
7297	TYK2
7307	U2AF1
7311	UBA52
7314	UBB
7316	UBC
7317	UBA1
7319	UBE2A
7321	UBE2D1
7322	UBE2D2
7323	UBE2D3
7324	UBE2E1
7325	UBE2E2
7328	UBE2H
7329	UBE2I
7332	UBE2L3
7334	UBE2N
7335	UBE2V1
7336	UBE2V2
7337	UBE3A
7341	SUMO1
7345	UCHL1
7353	UFD1L
7357	UGCG
7363	UGT2B4
7372	UMPS
7375	USP4
7376	NR1H2
7379	UPK2
7380	UPK3A
7385	UQCRC2
7388	UQCRH
7391	USF1
7392	USF2
7398	USP1
7402	UTRN
7405	UVRAG
7407	VARS
7408	VASP
7410	VAV2
7411	VBP1
7412	VCAM1
7414	VCL
7415	VCP
7416	VDAC1
7417	VDAC2
7421	VDR
7422	VEGFA
7428	VHL
7430	EZR
7431	VIM
7432	VIP
7443	VRK1
7444	VRK2
7448	VTN
7453	WARS
7454	WAS
7458	EIF4H
7465	WEE1
7466	WFS1
7468	WHSC1
7486	WRN
7490	WT1
7494	XBP1
7508	XPC
7511	XPNPEP1
7514	XPO1
7515	XRCC1
7517	XRCC3
7518	XRCC4
7520	XRCC5
7525	YES1
7528	YY1
7529	YWHAB
7531	YWHAE
7532	YWHAG
7533	YWHAH
7534	YWHAZ
7536	SF1
7538	ZFP36
7541	ZBTB14
7542	ZFPL1
7554	ZNF8
7555	CNBP
7564	ZNF16
7572	ZNF24
7681	MKRN3
7690	ZNF131
7694	ZNF135
7703	PCGF2
7704	ZBTB16
7706	TRIM25
7707	ZNF148
7716	VEZF1
7737	RNF113A
7741	ZSCAN26
7745	ZKSCAN8
7750	ZMYM2
7756	ZNF207
7770	ZNF227
7779	SLC30A1
7791	ZYX
7798	LUZP1
7812	CSDE1
7813	EVI5
7818	DAP3
7832	BTG2
7841	MOGS
7846	TUBA1A
7849	PAX8
7851	MALL
7852	CXCR4
7855	FZD5
7866	IFRD2
7871	SLMAP
7874	USP7
7879	RAB7A
7905	REEP5
7913	DEK
7915	ALDH5A1
7916	PRRC2A
7917	BAG6
7918	GPANK1
7919	DDX39B
7920	ABHD16A
7940	LST1
7942	TFEB
7957	EPM2A
7965	AIMP2
7975	MAFK
7979	SHFM1
7991	TUSC3
8019	BRD3
8021	NUP214
8022	LHX3
8027	STAM
8030	CCDC6
8045	RASSF7
8048	CSRP3
8050	PDHX
8061	FOSL1
8065	CUL5
8079	MLF2
8086	AAAS
8087	FXR1
8091	HMGA2
8106	PABPN1
8115	TCL1A
8125	ANP32A
8148	TAF15
8165	AKAP1
8175	SF3A2
8178	ELL
8189	SYMPK
8192	CLPP
8202	NCOA3
8204	NRIP1
8208	CHAF1B
8216	LZTR1
8237	USP11
8239	USP9X
8241	RBM10
8242	KDM5C
8243	SMC1A
8266	UBL4A
8270	LAGE3
8289	ARID1A
8290	HIST3H3
8291	DYSF
8295	TRRAP
8301	PICALM
8312	AXIN1
8313	AXIN2
8314	BAP1
8315	BRAP
8321	FZD1
8322	FZD4
8324	FZD7
8328	GFI1B
8335	HIST1H2AB
8337	HIST2H2AA3
8338	HIST2H2AC
8347	HIST1H2BC
8349	HIST2H2BE
8350	HIST1H3A
8353	HIST1H3E
8359	HIST1H4A
8379	MAD1L1
8399	PLA2G10
8402	SLC25A11
8407	TAGLN2
8408	ULK1
8409	UXT
8411	EEA1
8412	BCAR3
8417	STX7
8419	BFSP2
8425	LTBP4
8428	STK24
8431	NR0B2
8436	SDPR
8438	RAD54L
8445	DYRK2
8446	DUSP11
8449	DHX16
8450	CUL4B
8451	CUL4A
8452	CUL3
8453	CUL2
8454	CUL1
8458	TTF2
8463	TEAD2
8467	SMARCA5
8471	IRS4
8473	OGT
8480	RAE1
8481	OFD1
8483	CILP
8487	GEMIN2
8493	PPM1D
8498	RANBP3
8500	PPFIA1
8503	PIK3R3
8505	PARG
8508	NIPSNAP1
8517	IKBKG
8518	IKBKAP
8520	HAT1
8521	GCM1
8531	YBX3
8533	COPS3
8535	CBX4
8536	CAMK1
8543	LMO4
8545	CGGBP1
8546	AP3B1
8548	BLZF1
8550	MAPKAPK5
8553	BHLHE40
8554	PIAS1
8555	CDC14B
8556	CDC14A
8559	PRPF18
8560	DEGS1
8562	DENR
8565	YARS
8568	RRP1
8569	MKNK1
8570	KHSRP
8573	CASK
8575	PRKRA
8576	STK16
8600	TNFSF11
8601	RGS20
8604	SLC25A12
8607	RUVBL1
8612	PPAP2C
8615	USO1
8621	CDK13
8623	ASMTL
8624	PSMG1
8626	TP63
8633	UNC5C
8634	RTCA
8639	AOC3
8646	CHRD
8648	NCOA1
8651	SOCS1
8653	DDX3Y
8655	DYNLL1
8658	TNKS
8660	IRS2
8661	EIF3A
8662	EIF3B
8663	EIF3C
8664	EIF3D
8665	EIF3F
8666	EIF3G
8667	EIF3H
8668	EIF3I
8669	EIF3J
8672	EIF4G3
8673	VAMP8
8674	VAMP4
8678	BECN1
8683	SRSF9
8687	KRT38
8688	KRT37
8689	KRT36
8697	CDC23
8711	TNK1
8717	TRADD
8721	EDF1
8724	SNX3
8725	URI1
8726	EED
8729	GBF1
8731	RNMT
8732	RNGTT
8733	GPAA1
8737	RIPK1
8738	CRADD
8739	HRK
8741	TNFSF13
8742	TNFSF12
8747	ADAM21
8751	ADAM15
8754	ADAM9
8761	PABPC4
8764	TNFRSF14
8766	RAB11A
8767	RIPK2
8772	FADD
8773	SNAP23
8775	NAPA
8780	RIOK3
8793	TNFRSF10D
8794	TNFRSF10C
8795	TNFRSF10B
8798	DYRK4
8805	TRIM24
8812	CCNK
8813	DPM1
8815	BANF1
8818	DPM2
8820	HESX1
8826	IQGAP1
8833	GMPS
8834	TMEM11
8835	SOCS2
8836	GGH
8837	CFLAR
8841	HDAC3
8844	KSR1
8848	TSC22D1
8850	KAT2B
8853	ASAP2
8856	NR1I2
8859	STK19
8862	APLN
8863	PER3
8867	SYNJ1
8870	IER3
8877	SPHK1
8878	SQSTM1
8879	SGPL1
8881	CDC16
8882	ZNF259
8883	NAE1
8886	DDX18
8888	MCM3AP
8890	EIF2B4
8891	EIF2B3
8892	EIF2B2
8893	EIF2B5
8894	EIF2S2
8895	CPNE3
8896	BUD31
8900	CCNA1
8915	BCL10
8924	HERC2
8928	FOXH1
8939	FUBP3
8942	KYNU
8945	BTRC
8969	HIST1H2AG
8971	H1FX
8975	USP13
8976	WASL
8985	PLOD3
8996	NOL3
9001	HAP1
9020	MAP3K14
9021	SOCS3
9025	RNF8
9039	UBA3
9040	UBE2M
9044	BTAF1
9045	RPL14
9047	SH2D2A
9049	AIP
9052	GPRC5A
9053	MAP7
9060	PAPSS2
9061	PAPSS1
9063	PIAS2
9066	SYT7
9071	CLDN10
9075	CLDN2
9077	DIRAS3
9080	CLDN9
9087	TMSB4Y
9088	PKMYT1
9092	SART1
9093	DNAJA3
9094	UNC119
9095	TBX19
9097	USP14
9100	USP10
9101	USP8
9110	MTMR4
9111	NMI
9112	MTA1
9114	ATP6V0D1
9118	INA
9119	KRT75
9126	SMC3
9128	PRPF4
9129	PRPF3
9131	AIFM1
9135	RABEP1
9138	ARHGEF1
9140	ATG12
9143	SYNGR3
9146	HGS
9147	NEMF
9149	DYRK1B
9150	CTDP1
9156	EXO1
9158	FIBP
9159	PCSK7
9168	TMSB10
9169	SCAF11
9175	MAP3K13
9180	OSMR
9182	RASSF9
9183	ZW10
9184	BUB3
9188	DDX21
9189	ZBED1
9191	DEDD
9197	SLC33A1
9208	LRRFIP1
9209	LRRFIP2
9212	AURKB
9217	VAPB
9218	VAPA
9219	MTA2
9221	NOLC1
9231	DLG5
9232	PTTG1
9240	PNMA1
9252	RPS6KA5
9255	AIMP1
9258	MFHAS1
9260	PDLIM7
9261	MAPKAPK2
9263	STK17A
9270	ITGB1BP1
9274	BCL7C
9275	BCL7B
9276	COPB2
9277	WDR46
9282	MED14
9295	SRSF11
9306	SOCS6
9314	KLF4
9315	NREP
9318	COPS2
9319	TRIP13
9320	TRIP12
9322	TRIP10
9324	HMGN3
9325	TRIP4
9328	GTF3C5
9341	VAMP3
9342	SNAP29
9343	EFTUD2
9349	RPL23
9351	SLC9A3R2
9352	TXNL1
9360	PPIG
9361	LONP1
9370	ADIPOQ
9372	ZFYVE9
9373	PLAA
9377	COX5A
9391	CIAO1
9392	TGFBRAP1
9397	NMT2
9400	RECQL5
9401	RECQL4
9404	LPXN
9410	SNRNP40
9412	MED21
9414	TJP2
9416	DDX23
9439	MED23
9440	MED17
9441	MED26
9443	MED7
9444	QKI
9445	ITM2B
9447	AIM2
9448	MAP4K4
9451	EIF2AK3
9454	HOMER3
9455	HOMER2
9459	ARHGEF6
9463	PICK1
9464	HAND2
9470	EIF4E2
9474	ATG5
9475	ROCK2
9478	CABP1
9482	STX8
9491	PSMF1
9495	AKAP5
9499	MYOT
9500	MAGED1
9512	PMPCB
9513	FXR2
9516	LITAF
9518	GDF15
9519	TBPL1
9520	NPEPPS
9521	EEF1E1
9527	GOSR1
9530	BAG4
9531	BAG3
9532	BAG2
9533	POLR1C
9550	ATP6V1G1
9553	MRPL33
9554	SEC22B
9555	H2AFY
9557	CHD1L
9559	VPS26A
9567	GTPBP1
9568	GABBR2
9569	GTF2IRD1
9570	GOSR2
9572	NR1D1
9575	CLOCK
9577	BRE
9582	APOBEC3B
9584	RBM39
9586	CREB5
9587	MAD2L1BP
9588	PRDX6
9589	WTAP
9601	PDIA4
9604	RNF14
9605	VPS9D1
9607	CARTPT
9610	RIN1
9611	NCOR1
9612	NCOR2
9615	GDA
9616	RNF7
9618	TRAF4
9623	TCL1B
9625	AATK
9627	SNCAIP
9631	NUP155
9632	SEC24C
9636	ISG15
9637	FEZ2
9640	ZNF592
9641	IKBKE
9643	MORF4L2
9646	CTR9
9652	TTC37
9656	MDC1
9657	IQCB1
9659	PDE4DIP
9663	LPIN2
9665	KIAA0430
9666	DZIP3
9667	SAFB2
9669	EIF5B
9670	IPO13
9672	SDC3
9675	TTI1
9677	PPIP5K1
9681	DEPDC5
9685	CLINT1
9687	GREB1
9688	NUP93
9690	UBE3C
9693	RAPGEF2
9694	EMC2
9696	CROCC
9701	PPP6R2
9704	DHX34
9706	ULK2
9716	AQR
9722	NOS1AP
9726	ZNF646
9732	DOCK4
9733	SART3
9734	HDAC9
9748	SLK
9757	KMT2B
9758	FRMPD4
9759	HDAC4
9765	ZFYVE16
9774	BCLAF1
9775	EIF4A3
9777	TM9SF4
9782	MATR3
9785	DHX38
9787	DLGAP5
9792	SERTAD2
9793	CKAP5
9796	PHYHIP
9798	IST1
9801	MRPL19
9802	DAZAP2
9804	TOMM20
9805	SCRN1
9810	RNF40
9811	CTIF
9814	SFI1
9815	GIT2
9817	KEAP1
9821	RB1CC1
9825	SPATA2
9826	ARHGEF11
9832	JAKMIP2
9839	ZEB2
9847	C2CD5
9851	KIAA0753
9853	RUSC2
9854	C2CD2L
9857	CEP350
9858	PPP1R26
9859	CEP170
9861	PSMD6
9862	MED24
9863	MAGI2
9868	TOMM70A
9869	SETDB1
9875	URB1
9877	ZC3H11A
9878	TOX4
9879	DDX46
9882	TBC1D4
9883	POM121
9892	SNAP91
9894	TELO2
9898	UBAP2L
9908	G3BP2
9911	TMCC2
9918	NCAPD2
9919	SEC16A
9921	RNF10
9924	PAN2
9931	HELZ
9935	MAFB
9939	RBM8A
9943	OXSR1
9949	AMMECR1
9958	USP15
9960	USP3
9961	MVP
9967	THRAP3
9970	NR1I3
9971	NR1H4
9972	NUP153
9975	NR1D2
9978	RBX1
9985	REC8
9987	HNRNPDL
9991	PTBP3
9994	CASP8AP2
9997	SCO2
10000	AKT3
10001	MED6
10007	GNPDA1
10008	KCNE3
10009	ZBTB33
10010	TANK
10011	SRA1
10013	HDAC6
10014	HDAC5
10015	PDCD6IP
10016	PDCD6
10017	BCL2L10
10018	BCL2L11
10023	FRAT1
10036	CHAF1A
10038	PARP2
10039	PARP3
10040	TOM1L1
10042	HMGXB4
10043	TOM1
10048	RANBP9
10051	SMC4
10054	UBA2
10055	SAE1
10056	FARSB
10059	DNM1L
10061	ABCF2
10062	NR1H3
10063	COX17
10067	SCAMP3
10072	DPP3
10073	SNUPN
10075	HUWE1
10084	PQBP1
10093	ARPC4
10094	ARPC3
10101	NUBP2
10105	PPIF
10107	TRIM10
10109	ARPC2
10110	SGK2
10111	RAD50
10114	HIPK3
10120	ACTR1B
10121	ACTR1A
10124	ARL4A
10128	LRPPRC
10130	PDIA6
10131	TRAP1
10133	OPTN
10134	BCAP31
10137	RBM12
10140	TOB1
10142	AKAP9
10146	G3BP1
10147	SUGP2
10148	EBI3
10152	ABI2
10153	CEBPZ
10155	TRIM28
10159	ATP6AP2
10160	FARP1
10165	SLC25A13
10171	RCL1
10174	SORBS3
10179	RBM7
10180	RBM6
10181	RBM5
10188	TNK2
10189	ALYREF
10196	PRMT3
10197	PSME3
10199	MPHOSPH10
10200	MPHOSPH6
10202	DHRS2
10204	NUTF2
10210	TOPORS
10211	FLOT1
10212	DDX39A
10213	PSMD14
10226	PLIN3
10236	HNRNPR
10238	DCAF7
10240	MRPS31
10241	CALCOCO2
10244	RABEPK
10248	POP7
10250	SRRM1
10252	SPRY1
10253	SPRY2
10254	STAM2
10262	SF3B4
10270	AKAP8
10273	STUB1
10274	STAG1
10277	UBE4B
10282	BET1
10284	SAP18
10285	SMNDC1
10286	BCAS2
10289	EIF1B
10291	SF3A1
10294	DNAJA2
10295	BCKDK
10297	APC2
10298	PAK4
10302	SNAPC5
10312	TCIRG1
10313	RTN3
10314	LANCL1
10318	TNIP1
10320	IKZF1
10327	AKR1A1
10332	CLEC4M
10336	PCGF3
10342	TFG
10347	ABCA7
10360	NPM3
10361	NPM2
10363	HMG20A
10365	KLF2
10370	CITED2
10376	TUBA1B
10381	TUBB3
10382	TUBB4A
10383	TUBB4B
10393	ANAPC10
10395	DLC1
10397	NDRG1
10399	GNB2L1
10401	PIAS3
10403	NDC80
10410	IFITM3
10411	RAPGEF3
10413	YAP1
10419	PRMT5
10421	CD2BP2
10422	UBAC1
10425	ARIH2
10428	CFDP1
10432	RBM14
10434	LYPLA1
10436	EMG1
10443	N4BP2L2
10444	ZER1
10447	FAM3C
10449	ACAA2
10452	TOMM40
10454	TAB1
10456	HAX1
10460	TACC3
10465	PPIH
10469	TIMM44
10471	PFDN6
10473	HMGN4
10475	TRIM38
10477	UBE2E3
10480	EIF3M
10482	NXF1
10484	SEC23A
10487	CAP1
10488	CREB3
10490	VTI1B
10492	SYNCRIP
10494	STK25
10498	CARM1
10499	NCOA2
10513	APPBP2
10514	MYBBP1A
10521	DDX17
10522	DEAF1
10524	KAT5
10525	HYOU1
10526	IPO8
10527	IPO7
10528	NOP56
10534	SSSCA1
10537	UBD
10538	BATF
10539	GLRX3
10540	DCTN2
10541	ANP32B
10542	LAMTOR5
10544	PROCR
10549	PRDX4
10550	ARL6IP5
10551	AGR2
10556	RPP30
10558	SPTLC1
10559	SLC35A1
10565	ARFGEF1
10567	RABAC1
10568	SLC34A2
10569	SLU7
10572	SIVA1
10573	MRPL28
10574	CCT7
10575	CCT4
10576	CCT2
10591	DNPH1
10592	SMC2
10594	PRPF8
10598	AHSA1
10605	PAIP1
10606	PAICS
10607	TBL3
10610	ST6GALNAC2
10612	TRIM3
10613	ERLIN1
10614	HEXIM1
10615	SPAG5
10616	RBCK1
10617	STAMBP
10620	ARID3B
10621	POLR3F
10625	IVNS1ABP
10626	TRIM16
10627	MYL12A
10628	TXNIP
10629	TAF6L
10636	RGS14
10642	IGF2BP1
10643	IGF2BP3
10644	IGF2BP2
10651	MTX2
10652	YKT6
10657	KHDRBS1
10664	CTCF
10667	FARS2
10681	GNB5
10682	EBP
10687	PNMA2
10691	GMEB1
10694	CCT8
10713	USP39
10716	TBR1
10724	MGEA5
10725	NFAT5
10726	NUDC
10728	PTGES3
10730	YME1L1
10738	RFPL3
10743	RAI1
10747	MASP2
10755	GIPC1
10758	TRAF3IP2
10762	NUP50
10763	NES
10765	KDM5B
10766	TOB2
10768	AHCYL1
10769	PLK2
10771	ZMYND11
10772	SRSF10
10777	ARPP21
10783	NEK6
10785	WDR4
10791	VAMP5
10801	SEPT9
10802	SEC24A
10808	HSPH1
10811	NOXA1
10813	UTP14A
10815	CPLX1
10817	FRS3
10825	NEU3
10826	FAXDC2
10844	TUBGCP2
10847	SRCAP
10848	PPP1R13L
10849	CD3EAP
10856	RUVBL2
10857	PGRMC1
10865	ARID5A
10867	TSPAN9
10868	USP20
10884	MRPS30
10885	WDR3
10890	RAB10
10891	PPARGC1A
10897	YIF1A
10898	CPSF4
10900	RUNDC3A
10907	TXNL4A
10910	SUGT1
10912	GADD45G
10913	EDAR
10914	PAPOLA
10915	TCERG1
10916	MAGED2
10919	EHMT2
10920	COPS8
10921	RNPS1
10926	DBF4
10927	SPIN1
10933	MORF4L1
10935	PRDX3
10939	AFG3L2
10940	POP1
10946	SF3A3
10949	HNRNPA0
10951	CBX1
10952	SEC61B
10953	TOMM34
10959	TMED2
10961	ERP29
10963	STIP1
10969	EBNA1BP2
10970	CKAP4
10971	YWHAQ
10972	TMED10
10973	ASCC3
10974	ADIRF
10979	FERMT2
10980	COPS6
10985	GCN1L1
10987	COPS5
10989	IMMT
10992	SF3B2
10993	SDS
10994	ILVBL
11001	SLC27A2
11009	IL24
11011	TLK2
11016	ATF7
11018	TMED1
11030	RBPMS
11033	ADAP1
11034	DSTN
11035	RIPK3
11040	PIM2
11043	MID2
11047	ADRM1
11051	NUDT21
11052	CPSF6
11054	OGFR
11056	DDX52
11059	WWP1
11060	WWP2
11064	CNTRL
11065	UBE2C
11074	TRIM31
11075	STMN2
11076	TPPP
11077	HSF2BP
11078	TRIOBP
11080	DNAJB4
11083	DIDO1
11091	WDR5
11097	NUPL2
11098	PRSS23
11100	HNRNPUL1
11103	KRR1
11108	PRDM4
11113	CIT
11116	FGFR1OP
11117	EMILIN1
11122	PTPRT
11123	RCAN3
11124	FAF1
11130	ZWINT
11137	PWP1
11140	CDC37
11143	KAT7
11146	GLMN
11151	CORO1A
11156	PTP4A3
11160	ERLIN2
11161	C14orf1
11167	FSTL1
11168	PSIP1
11169	WDHD1
11171	STRAP
11178	LZTS1
11183	MAP4K5
11186	RASSF1
11193	WBP4
11198	SUPT16H
11200	CHEK2
11212	PROSC
11213	IRAK3
11215	AKAP11
11218	DDX20
11222	MRPL3
11224	RPL35
11228	RASSF8
11232	POLG2
11235	PDCD10
11244	ZHX1
11252	PACSIN2
11258	DCTN3
11260	XPOT
11269	DDX19B
11273	ATXN2L
11274	USP18
11277	TREX1
11279	KLF8
11281	POU6F2
11284	PNKP
11315	PARK7
11316	COPE
11319	ECD
11321	GPN1
11325	DDX42
11329	STK38
11331	PHB2
